match_id,match_date,map_name,match_type,total_players,winner_team,match_duration_minutes,total_kills
M001022,2025-04-26,Erangel,Arcade,60,Team_Y,29,76
M001023,2025-12-09,Miramar,Classic Squad,100,Team_P,25,140
M001024,2025-10-13,Miramar,Classic Squad,60,Team_L,17,135
M001025,2025-11-10,Miramar,Classic Squad,60,Team_W,23,73
M001026,2025-10-27,Sanhok,Classic Squad,60,Team_Y,18,133
M001027,2025-12-29,Miramar,Classic Duo,100,Team_W,25,158
M001028,2025-08-02,Vikendi,Classic Duo,60,Team_R,19,160
M001029,2025-11-05,Erangel,Classic Solo,100,Team_N,16,95
M001030,2025-04-23,Sanhok,Classic Squad,100,Team_Q,32,141
M001031,2025-01-13,Vikendi,Arcade,100,Team_S,28,58
M001032,2025-08-03,Erangel,Classic Duo,60,Team_B,22,85
M001033,2025-10-19,Sanhok,Classic Solo,60,Team_D,31,136
M001034,2025-04-05,Livik,Classic Solo,60,Team_J,18,59
M001035,2025-01-31,Erangel,Classic Squad,60,Team_C,34,113
M001036,2025-11-28,Sanhok,Arcade,60,Team_F,26,76
M001037,2025-07-25,Livik,Classic Solo,60,Team_O,29,154
M001038,2025-03-20,Sanhok,Classic Squad,60,Team_W,20,124
M001039,2025-08-02,Sanhok,Arcade,60,Team_V,18,134
M001040,2025-05-05,Livik,Classic Duo,100,Team_T,25,114
M001041,2025-10-24,Miramar,Classic Squad,60,Team_U,27,108
M001042,2025-08-08,Sanhok,Arcade,60,Team_G,34,61
M001043,2025-03-24,Miramar,Arcade,100,Team_H,31,88
M001044,2025-05-16,Miramar,Classic Solo,100,Team_E,26,131
M001045,2025-05-30,Vikendi,Classic Duo,60,Team_F,35,66
M001046,2025-01-20,Sanhok,Classic Squad,60,Team_A,18,112
M001047,2025-12-28,Sanhok,Classic Squad,100,Team_G,18,71
M001048,2025-02-09,Miramar,Classic Solo,60,Team_R,20,68
M001049,2025-12-04,Vikendi,Classic Squad,100,Team_C,24,156
M001050,2025-12-22,Miramar,Classic Squad,100,Team_Z,28,98
M001051,2025-09-01,Livik,Classic Squad,100,Team_L,32,121
M001052,2025-02-20,Erangel,Classic Duo,60,Team_Q,18,148
M001053,2025-07-30,Erangel,Classic Squad,100,Team_A,31,123
M001054,2025-08-08,Sanhok,Classic Squad,100,Team_T,15,157
M001055,2025-08-21,Miramar,Classic Duo,100,Team_Z,33,88
M001056,2025-07-14,Sanhok,Arcade,60,Team_O,24,89
M001057,2026-01-01,Livik,Arcade,100,Team_W,21,106
M001058,2025-08-23,Livik,Arcade,60,Team_V,28,103
M001059,2025-01-05,Vikendi,Classic Squad,100,Team_D,17,156
M001060,2025-04-21,Vikendi,Arcade,60,Team_R,18,118
M001061,2025-02-03,Vikendi,Classic Solo,100,Team_K,33,131
M001062,2025-12-01,Vikendi,Classic Duo,100,Team_F,30,139
M001063,2025-10-05,Sanhok,Arcade,100,Team_E,33,140
M001064,2025-11-15,Miramar,Classic Duo,100,Team_L,22,82
M001065,2025-07-09,Miramar,Arcade,60,Team_F,25,93
M001066,2025-06-30,Sanhok,Arcade,100,Team_P,18,86
M001067,2025-04-02,Miramar,Arcade,60,Team_S,16,134
M001068,2025-01-20,Sanhok,Classic Duo,60,Team_L,31,117
M001069,2025-01-14,Livik,Classic Duo,100,Team_N,33,52
M001070,2025-01-08,Sanhok,Classic Duo,60,Team_N,21,107
M001071,2025-03-10,Miramar,Classic Duo,60,Team_Z,28,73
M001072,2025-12-03,Vikendi,Classic Duo,100,Team_Z,20,54
M001073,2025-07-29,Sanhok,Arcade,60,Team_S,24,76
M001074,2025-09-07,Miramar,Classic Duo,60,Team_S,19,152
M001075,2025-03-25,Sanhok,Classic Squad,100,Team_E,26,76
M001076,2025-03-03,Erangel,Classic Squad,100,Team_B,15,112
M001077,2025-03-14,Sanhok,Classic Solo,60,Team_P,29,89
M001078,2025-02-14,Erangel,Arcade,60,Team_I,26,143
M001079,2025-12-05,Erangel,Classic Duo,60,Team_N,27,79
M001080,2025-12-11,Sanhok,Classic Duo,60,Team_C,20,109
M001081,2025-07-18,Livik,Classic Solo,100,Team_Q,21,74
M001082,2025-06-24,Sanhok,Classic Squad,100,Team_K,33,138
M001083,2025-01-08,Erangel,Classic Squad,60,Team_A,29,104
M001084,2025-11-18,Sanhok,Classic Solo,100,Team_V,30,119
M001085,2025-10-28,Livik,Classic Squad,60,Team_N,16,99
M001086,2025-08-09,Sanhok,Classic Duo,100,Team_Z,33,137
M001087,2025-09-12,Erangel,Classic Squad,60,Team_D,35,125
M001088,2025-10-21,Sanhok,Classic Solo,60,Team_I,27,155
M001089,2025-05-16,Vikendi,Classic Squad,100,Team_U,17,115
M001090,2025-06-27,Miramar,Classic Solo,60,Team_C,22,125
M001091,2025-08-14,Livik,Classic Squad,60,Team_Y,32,113
M001092,2025-04-01,Livik,Arcade,100,Team_R,18,74
M001093,2025-11-07,Vikendi,Classic Squad,60,Team_Q,25,54
M001094,2025-05-29,Vikendi,Classic Squad,60,Team_T,31,114
M001095,2025-12-11,Erangel,Classic Solo,60,Team_L,27,152
M001096,2025-10-02,Livik,Arcade,60,Team_Y,27,122
M001097,2025-12-16,Erangel,Classic Solo,60,Team_T,21,153
M001098,2025-08-21,Sanhok,Classic Squad,100,Team_I,22,100
M001099,2025-08-15,Erangel,Classic Solo,100,Team_Q,33,152
M001100,2025-09-06,Miramar,Classic Solo,100,Team_O,21,138
M001101,2025-07-10,Livik,Classic Duo,60,Team_E,19,78
M001102,2025-10-04,Miramar,Classic Solo,100,Team_A,17,91
M001103,2025-01-31,Vikendi,Classic Squad,100,Team_E,35,140
M001104,2025-09-20,Livik,Classic Solo,100,Team_R,18,111
M001105,2025-05-14,Miramar,Arcade,100,Team_V,27,126
M001106,2025-11-07,Vikendi,Arcade,100,Team_W,16,70
M001107,2025-11-08,Erangel,Classic Squad,100,Team_T,25,157
M001108,2025-04-18,Sanhok,Classic Squad,100,Team_Q,33,137
M001109,2025-03-14,Erangel,Classic Duo,100,Team_W,23,114
M001110,2025-08-03,Sanhok,Arcade,60,Team_B,29,117
M001111,2025-07-23,Miramar,Classic Squad,100,Team_T,16,154
M001112,2025-09-04,Vikendi,Classic Duo,100,Team_Q,26,144
M001113,2025-02-25,Livik,Classic Squad,100,Team_J,32,95
M001114,2025-12-13,Livik,Classic Squad,60,Team_W,16,83
M001115,2025-10-03,Vikendi,Classic Squad,100,Team_C,27,56
M001116,2025-06-16,Miramar,Arcade,100,Team_T,23,147
M001117,2025-08-30,Sanhok,Arcade,100,Team_N,31,83
M001118,2025-01-03,Erangel,Classic Duo,100,Team_L,25,74
M001119,2025-04-05,Vikendi,Classic Squad,100,Team_J,32,109
M001120,2025-09-30,Sanhok,Classic Squad,60,Team_A,20,160
M001121,2025-07-03,Miramar,Classic Squad,100,Team_N,23,64
M001122,2025-03-25,Erangel,Arcade,100,Team_H,30,113
M001123,2025-04-05,Miramar,Classic Duo,100,Team_V,16,103
M001124,2025-07-04,Erangel,Classic Squad,100,Team_A,15,102
M001125,2025-08-12,Miramar,Classic Squad,60,Team_Z,18,145
M001126,2025-05-29,Erangel,Arcade,100,Team_N,22,124
M001127,2025-03-04,Miramar,Classic Duo,100,Team_H,27,54
M001128,2025-07-25,Miramar,Classic Duo,100,Team_Q,20,160
M001129,2025-10-19,Vikendi,Classic Solo,100,Team_K,30,93
M001130,2025-06-20,Miramar,Classic Solo,60,Team_A,15,84
M001131,2025-12-21,Miramar,Classic Duo,60,Team_M,20,120
M001132,2025-07-27,Miramar,Classic Squad,100,Team_T,31,101
M001133,2025-11-16,Vikendi,Classic Solo,100,Team_U,22,98
M001134,2025-11-10,Livik,Classic Squad,60,Team_E,24,65
M001135,2025-07-30,Livik,Classic Duo,60,Team_V,32,88
M001136,2025-11-15,Sanhok,Classic Solo,100,Team_C,32,72
M001137,2025-11-16,Sanhok,Classic Squad,100,Team_W,18,159
M001138,2025-08-16,Miramar,Classic Solo,100,Team_L,24,121
M001139,2025-07-25,Sanhok,Arcade,100,Team_E,21,111
M001140,2025-04-30,Miramar,Arcade,100,Team_D,22,67
M001141,2025-04-26,Sanhok,Classic Duo,60,Team_V,34,91
M001142,2025-11-10,Erangel,Classic Squad,60,Team_C,34,113
M001143,2025-11-16,Sanhok,Arcade,100,Team_D,23,118
M001144,2025-11-06,Livik,Classic Duo,60,Team_G,32,117
M001145,2025-10-06,Sanhok,Classic Squad,60,Team_M,18,122
M001146,2025-04-24,Erangel,Classic Duo,60,Team_M,26,104
M001147,2025-07-10,Sanhok,Arcade,100,Team_W,20,100
M001148,2025-03-25,Miramar,Classic Solo,60,Team_Y,29,70
M001149,2025-03-09,Miramar,Classic Duo,60,Team_Q,34,126
M001150,2025-08-24,Sanhok,Classic Squad,60,Team_F,24,52
M001151,2025-12-16,Vikendi,Classic Solo,100,Team_Z,28,91
M001152,2025-09-25,Vikendi,Classic Duo,60,Team_E,17,151
M001153,2025-03-29,Sanhok,Classic Duo,60,Team_M,18,94
M001154,2025-08-16,Vikendi,Classic Duo,60,Team_G,27,106
M001155,2025-05-17,Sanhok,Classic Duo,100,Team_C,20,149
M001156,2025-09-10,Erangel,Classic Squad,60,Team_L,15,51
M001157,2025-04-23,Livik,Classic Squad,60,Team_P,27,74
M001158,2025-04-11,Erangel,Classic Duo,100,Team_Z,17,146
M001159,2025-11-03,Erangel,Classic Duo,60,Team_Q,17,118
M001160,2025-07-06,Sanhok,Classic Duo,100,Team_T,16,143
M001161,2025-09-22,Sanhok,Classic Solo,100,Team_G,27,120
M001162,2025-11-29,Erangel,Classic Duo,60,Team_K,27,119
M001163,2025-12-30,Miramar,Classic Duo,100,Team_H,22,75
M001164,2025-01-15,Livik,Arcade,100,Team_Q,18,55
M001165,2025-05-10,Vikendi,Classic Duo,100,Team_U,35,138
M001166,2025-08-21,Vikendi,Arcade,60,Team_E,24,110
M001167,2025-02-25,Erangel,Classic Squad,100,Team_A,15,98
M001168,2025-02-15,Erangel,Classic Squad,60,Team_M,15,107
M001169,2025-04-15,Miramar,Classic Duo,60,Team_L,18,140
M001170,2025-04-12,Livik,Arcade,100,Team_A,32,146
M001171,2025-11-26,Livik,Arcade,60,Team_B,35,124
M001172,2025-04-06,Erangel,Classic Squad,60,Team_A,15,149
M001173,2025-04-04,Vikendi,Classic Solo,100,Team_A,16,144
M001174,2025-03-16,Miramar,Arcade,60,Team_Z,29,152
M001175,2025-08-07,Vikendi,Classic Squad,60,Team_Z,15,55
M001176,2025-07-13,Livik,Classic Duo,100,Team_M,27,125
M001177,2025-07-09,Miramar,Classic Duo,100,Team_N,30,137
M001178,2025-07-12,Erangel,Classic Squad,60,Team_C,18,153
M001179,2025-11-22,Sanhok,Classic Solo,100,Team_G,33,98
M001180,2025-08-12,Vikendi,Classic Duo,100,Team_X,28,71
M001181,2025-03-08,Sanhok,Classic Solo,60,Team_X,31,144
M001182,2025-06-09,Erangel,Classic Squad,60,Team_J,35,141
M001183,2025-06-09,Vikendi,Classic Solo,100,Team_V,16,139
M001184,2025-01-25,Livik,Classic Squad,100,Team_J,28,151
M001185,2025-06-27,Erangel,Arcade,60,Team_G,16,122
M001186,2025-05-27,Erangel,Classic Solo,60,Team_R,26,126
M001187,2025-02-22,Livik,Classic Squad,60,Team_A,25,150
M001188,2025-12-29,Miramar,Classic Squad,100,Team_O,17,65
M001189,2025-03-22,Livik,Classic Squad,100,Team_G,16,154
M001190,2025-11-05,Erangel,Classic Duo,60,Team_F,15,72
M001191,2025-09-25,Vikendi,Classic Squad,100,Team_G,28,156
M001192,2025-06-07,Vikendi,Classic Solo,60,Team_N,34,156
M001193,2025-11-11,Livik,Classic Solo,60,Team_C,17,66
M001194,2025-08-31,Livik,Arcade,100,Team_U,29,73
M001195,2025-03-30,Erangel,Classic Solo,100,Team_V,20,135
M001196,2025-06-02,Sanhok,Classic Duo,60,Team_J,18,143
M001197,2026-01-01,Miramar,Classic Duo,100,Team_U,15,101
M001198,2025-02-08,Livik,Classic Solo,60,Team_W,28,149
M001199,2025-02-01,Miramar,Classic Squad,100,Team_X,18,62
M001200,2025-10-10,Miramar,Classic Squad,60,Team_Z,30,137
M001201,2025-01-30,Sanhok,Classic Squad,60,Team_J,27,93
M001202,2025-06-12,Livik,Classic Squad,60,Team_G,29,68
M001203,2025-05-13,Vikendi,Classic Duo,60,Team_N,21,125
M001204,2025-03-11,Livik,Classic Solo,60,Team_C,21,89
M001205,2025-12-28,Vikendi,Classic Solo,60,Team_I,16,160
M001206,2025-04-19,Miramar,Classic Squad,60,Team_B,26,129
M001207,2025-05-17,Livik,Classic Duo,100,Team_Y,32,112
M001208,2025-04-24,Vikendi,Classic Squad,60,Team_V,31,123
M001209,2025-09-30,Vikendi,Classic Solo,60,Team_H,26,104
M001210,2025-03-24,Livik,Classic Duo,100,Team_V,33,60
M001211,2025-01-01,Miramar,Classic Duo,60,Team_U,25,132
M001212,2025-04-07,Sanhok,Arcade,60,Team_U,22,72
M001213,2025-03-22,Vikendi,Classic Solo,60,Team_X,26,124
M001214,2025-11-24,Sanhok,Classic Solo,100,Team_O,35,83
M001215,2025-06-27,Sanhok,Classic Squad,100,Team_I,15,60
M001216,2025-02-28,Vikendi,Arcade,60,Team_D,21,64
M001217,2025-03-19,Livik,Arcade,100,Team_N,27,60
M001218,2025-01-14,Erangel,Arcade,100,Team_R,20,83
M001219,2025-03-15,Miramar,Classic Solo,100,Team_H,35,113
M001220,2025-06-10,Erangel,Classic Duo,60,Team_V,16,73
M001221,2025-05-09,Vikendi,Classic Solo,100,Team_N,29,108
M001222,2025-10-11,Sanhok,Classic Solo,60,Team_Z,24,90
M001223,2025-04-08,Vikendi,Classic Duo,60,Team_X,33,123
M001224,2025-12-15,Vikendi,Classic Duo,100,Team_Y,24,75
M001225,2025-11-24,Miramar,Classic Squad,100,Team_Y,25,110
M001226,2025-12-31,Sanhok,Arcade,100,Team_G,17,127
M001227,2025-05-18,Sanhok,Arcade,100,Team_D,18,130
M001228,2025-02-09,Livik,Classic Duo,100,Team_N,29,50
M001229,2025-02-26,Livik,Classic Squad,60,Team_P,20,114
M001230,2025-03-24,Erangel,Arcade,60,Team_O,31,53
M001231,2025-07-22,Sanhok,Arcade,60,Team_C,16,154
M001232,2025-11-22,Livik,Classic Solo,60,Team_J,21,115
M001233,2025-07-27,Vikendi,Classic Duo,60,Team_G,25,113
M001234,2025-09-13,Vikendi,Classic Solo,100,Team_O,20,154
M001235,2025-11-26,Sanhok,Classic Squad,100,Team_E,35,66
M001236,2025-05-29,Erangel,Classic Squad,60,Team_P,19,92
M001237,2025-12-13,Miramar,Classic Solo,60,Team_Y,31,58
M001238,2025-09-29,Miramar,Classic Solo,100,Team_L,18,70
M001239,2025-12-24,Vikendi,Classic Solo,100,Team_G,31,114
M001240,2025-07-07,Livik,Classic Solo,60,Team_Q,27,157
M001241,2025-12-09,Miramar,Classic Duo,100,Team_T,22,80
M001242,2025-07-08,Miramar,Classic Solo,100,Team_Q,25,67
M001243,2025-01-07,Miramar,Classic Squad,60,Team_W,16,156
M001244,2025-10-23,Erangel,Classic Solo,100,Team_B,26,87
M001245,2025-09-28,Erangel,Classic Duo,60,Team_Z,26,60
M001246,2025-05-20,Erangel,Classic Squad,100,Team_P,27,61
M001247,2025-10-22,Vikendi,Classic Duo,100,Team_B,20,130
M001248,2025-12-17,Vikendi,Classic Solo,60,Team_W,25,136
M001249,2025-02-25,Livik,Arcade,100,Team_P,20,92
M001250,2025-01-23,Miramar,Classic Solo,100,Team_A,24,140
M001251,2025-09-21,Sanhok,Classic Duo,100,Team_R,28,104
M001252,2025-01-28,Sanhok,Classic Solo,100,Team_D,23,92
M001253,2025-02-08,Miramar,Arcade,100,Team_B,31,106
M001254,2025-03-21,Vikendi,Classic Solo,100,Team_N,28,127
M001255,2025-06-16,Miramar,Classic Squad,100,Team_L,20,87
M001256,2025-02-04,Livik,Classic Solo,60,Team_P,15,148
M001257,2025-09-26,Miramar,Arcade,100,Team_T,16,160
M001258,2025-03-06,Livik,Classic Squad,100,Team_W,18,76
M001259,2025-03-20,Livik,Classic Duo,60,Team_S,24,86
M001260,2025-10-16,Erangel,Classic Duo,100,Team_B,24,138
M001261,2025-01-15,Erangel,Classic Solo,60,Team_C,31,128
M001262,2025-04-29,Miramar,Classic Duo,60,Team_R,30,88
M001263,2025-09-24,Vikendi,Classic Solo,60,Team_O,23,88
M001264,2025-11-27,Vikendi,Arcade,100,Team_O,20,105
M001265,2025-08-15,Livik,Classic Duo,100,Team_P,28,129
M001266,2025-08-02,Sanhok,Classic Solo,100,Team_X,33,100
M001267,2025-07-09,Vikendi,Classic Squad,100,Team_D,25,69
M001268,2025-10-25,Vikendi,Classic Duo,100,Team_M,35,69
M001269,2025-07-19,Miramar,Arcade,100,Team_Q,22,101
M001270,2025-04-21,Miramar,Classic Duo,60,Team_Z,22,154
M001271,2025-09-28,Erangel,Classic Squad,60,Team_U,17,155
M001272,2025-06-07,Sanhok,Classic Solo,60,Team_H,33,105
M001273,2025-01-07,Erangel,Classic Solo,60,Team_L,18,56
M001274,2025-09-27,Vikendi,Classic Squad,60,Team_G,29,57
M001275,2025-02-26,Miramar,Classic Squad,60,Team_I,19,103
M001276,2025-09-02,Miramar,Arcade,60,Team_M,15,136
M001277,2025-02-15,Miramar,Arcade,100,Team_K,33,114
M001278,2025-01-05,Erangel,Classic Solo,100,Team_R,29,102
M001279,2025-05-15,Erangel,Arcade,100,Team_W,29,132
M001280,2025-11-17,Miramar,Classic Solo,60,Team_A,25,147
M001281,2025-04-08,Vikendi,Classic Duo,100,Team_P,30,105
M001282,2025-11-23,Sanhok,Classic Squad,60,Team_H,20,154
M001283,2025-04-02,Erangel,Arcade,100,Team_C,20,135
M001284,2025-06-06,Vikendi,Arcade,60,Team_D,27,110
M001285,2025-08-02,Erangel,Classic Squad,60,Team_X,24,94
M001286,2025-01-23,Livik,Classic Solo,100,Team_K,34,87
M001287,2025-11-24,Sanhok,Classic Squad,60,Team_Z,19,56
M001288,2025-08-22,Miramar,Arcade,100,Team_K,21,69
M001289,2025-10-03,Livik,Arcade,60,Team_P,30,135
M001290,2025-09-28,Vikendi,Arcade,60,Team_F,35,131
M001291,2025-05-28,Miramar,Arcade,100,Team_B,34,117
M001292,2025-06-10,Sanhok,Classic Squad,60,Team_J,23,127
M001293,2025-09-27,Vikendi,Classic Solo,60,Team_O,26,95
M001294,2025-12-14,Sanhok,Arcade,100,Team_F,29,80
M001295,2025-05-28,Miramar,Classic Duo,100,Team_O,20,50
M001296,2025-02-18,Livik,Classic Squad,60,Team_O,33,89
M001297,2025-07-31,Sanhok,Classic Squad,100,Team_J,23,82
M001298,2025-03-22,Vikendi,Classic Solo,60,Team_C,17,145
M001299,2025-12-14,Erangel,Classic Squad,60,Team_S,15,142
M001300,2025-12-09,Livik,Classic Solo,60,Team_H,19,100
M001301,2025-10-10,Erangel,Classic Solo,100,Team_G,28,64
M001302,2025-08-12,Vikendi,Classic Solo,100,Team_L,19,141
M001303,2025-12-30,Miramar,Classic Solo,60,Team_Y,34,75
M001304,2025-01-02,Erangel,Arcade,60,Team_T,16,62
M001305,2025-11-06,Livik,Arcade,100,Team_F,34,74
M001306,2025-11-24,Livik,Classic Solo,60,Team_M,23,147
M001307,2025-05-05,Sanhok,Classic Squad,100,Team_G,21,58
M001308,2025-06-12,Sanhok,Classic Duo,100,Team_K,34,84
M001309,2025-05-26,Livik,Classic Squad,60,Team_W,18,91
M001310,2025-04-24,Erangel,Classic Duo,60,Team_W,24,147
M001311,2025-04-10,Miramar,Classic Squad,60,Team_A,35,107
M001312,2025-07-14,Livik,Classic Squad,60,Team_K,22,145
M001313,2025-11-24,Erangel,Classic Duo,60,Team_Y,18,99
M001314,2025-06-20,Miramar,Classic Squad,100,Team_U,25,119
M001315,2025-10-15,Livik,Arcade,100,Team_P,26,52
M001316,2025-11-19,Vikendi,Classic Squad,60,Team_V,35,96
M001317,2025-10-19,Livik,Classic Squad,100,Team_I,18,65
M001318,2025-05-24,Livik,Classic Duo,60,Team_R,33,93
M001319,2025-08-14,Erangel,Classic Duo,100,Team_D,35,140
M001320,2025-06-27,Sanhok,Arcade,60,Team_Z,21,158
M001321,2025-07-10,Sanhok,Classic Solo,100,Team_P,22,61
M001322,2025-08-16,Livik,Classic Duo,100,Team_B,18,84
M001323,2025-09-19,Miramar,Classic Solo,60,Team_K,33,93
M001324,2025-06-25,Erangel,Classic Solo,60,Team_N,15,89
M001325,2025-06-18,Sanhok,Classic Solo,100,Team_N,19,81
M001326,2025-04-11,Erangel,Classic Solo,60,Team_E,18,125
M001327,2025-10-27,Vikendi,Arcade,100,Team_E,30,70
M001328,2025-05-02,Livik,Classic Duo,60,Team_R,27,118
M001329,2025-03-28,Livik,Classic Duo,60,Team_Z,29,52
M001330,2025-09-17,Erangel,Classic Squad,100,Team_J,23,85
M001331,2025-08-23,Vikendi,Classic Duo,100,Team_A,31,155
M001332,2025-06-07,Miramar,Arcade,100,Team_Y,24,151
M001333,2025-05-01,Livik,Classic Squad,100,Team_K,19,121
M001334,2025-11-15,Miramar,Classic Solo,100,Team_M,29,72
M001335,2025-11-01,Vikendi,Arcade,100,Team_D,21,99
M001336,2025-01-10,Vikendi,Classic Squad,100,Team_H,22,141
M001337,2025-07-21,Sanhok,Arcade,60,Team_Q,24,135
M001338,2025-09-22,Vikendi,Classic Solo,100,Team_V,28,73
M001339,2025-04-23,Sanhok,Arcade,60,Team_U,33,113
M001340,2025-07-22,Miramar,Classic Duo,60,Team_O,28,100
M001341,2025-11-19,Vikendi,Arcade,60,Team_Q,15,71
M001342,2025-02-18,Erangel,Classic Solo,100,Team_T,19,144
M001343,2025-07-15,Sanhok,Classic Duo,100,Team_L,21,135
M001344,2025-12-26,Miramar,Classic Solo,60,Team_Q,18,57
M001345,2025-08-10,Sanhok,Classic Squad,60,Team_D,19,99
M001346,2025-10-15,Sanhok,Classic Duo,60,Team_Y,15,150
M001347,2025-06-14,Erangel,Classic Duo,100,Team_Q,34,83
M001348,2025-12-05,Miramar,Classic Duo,60,Team_S,19,155
M001349,2025-10-05,Erangel,Arcade,100,Team_Z,16,140
M001350,2025-10-26,Sanhok,Classic Solo,100,Team_S,15,75
M001351,2025-05-09,Miramar,Arcade,60,Team_W,17,88
M001352,2025-10-20,Vikendi,Classic Duo,100,Team_T,30,148
M001353,2025-03-15,Livik,Classic Solo,100,Team_R,31,158
M001354,2025-12-20,Vikendi,Classic Solo,100,Team_W,28,105
M001355,2025-08-09,Sanhok,Classic Squad,100,Team_S,21,52
M001356,2025-04-07,Livik,Classic Duo,60,Team_Y,24,142
M001357,2025-06-27,Miramar,Classic Duo,100,Team_C,32,149
M001358,2025-10-19,Livik,Arcade,60,Team_K,19,124
M001359,2025-10-24,Vikendi,Arcade,60,Team_G,30,153
M001360,2025-09-13,Livik,Classic Duo,60,Team_R,30,96
M001361,2025-06-29,Vikendi,Arcade,60,Team_N,33,71
M001362,2025-10-19,Livik,Classic Solo,60,Team_S,29,76
M001363,2025-10-19,Livik,Arcade,100,Team_C,17,121
M001364,2025-10-20,Livik,Classic Solo,100,Team_I,24,139
M001365,2025-09-18,Miramar,Classic Squad,100,Team_U,15,159
M001366,2025-08-13,Sanhok,Arcade,60,Team_X,24,127
M001367,2025-04-02,Sanhok,Classic Squad,100,Team_I,20,73
M001368,2025-01-01,Vikendi,Arcade,60,Team_Q,18,80
M001369,2025-05-11,Erangel,Arcade,100,Team_E,29,79
M001370,2025-05-17,Miramar,Classic Squad,100,Team_R,27,60
M001371,2025-08-06,Erangel,Classic Solo,60,Team_D,28,131
M001372,2025-08-25,Erangel,Classic Duo,100,Team_I,25,81
M001373,2025-11-08,Vikendi,Classic Solo,100,Team_Q,22,111
M001374,2025-10-26,Erangel,Arcade,100,Team_J,23,76
M001375,2025-04-28,Sanhok,Classic Squad,100,Team_V,18,127
M001376,2025-12-12,Miramar,Classic Duo,100,Team_D,31,145
M001377,2025-09-23,Livik,Arcade,60,Team_M,25,154
M001378,2025-07-29,Erangel,Arcade,100,Team_W,16,109
M001379,2025-07-23,Sanhok,Classic Solo,100,Team_B,30,132
M001380,2025-10-31,Sanhok,Arcade,60,Team_R,27,136
M001381,2025-10-06,Sanhok,Classic Solo,60,Team_E,19,54
M001382,2025-06-09,Sanhok,Arcade,100,Team_O,15,55
M001383,2025-03-24,Vikendi,Classic Duo,100,Team_W,26,141
M001384,2025-03-01,Vikendi,Classic Solo,100,Team_I,31,151
M001385,2025-12-28,Miramar,Classic Solo,100,Team_A,16,155
M001386,2025-03-19,Sanhok,Classic Solo,60,Team_P,32,105
M001387,2025-02-06,Erangel,Classic Squad,100,Team_U,21,120
M001388,2025-09-26,Erangel,Classic Duo,100,Team_W,20,88
M001389,2025-10-23,Livik,Arcade,100,Team_B,35,109
M001390,2025-08-10,Sanhok,Classic Solo,100,Team_D,28,74
M001391,2025-07-21,Sanhok,Classic Solo,60,Team_G,27,77
M001392,2025-04-20,Livik,Classic Solo,60,Team_L,31,124
M001393,2025-12-18,Sanhok,Classic Solo,60,Team_A,33,53
M001394,2025-12-12,Sanhok,Arcade,60,Team_M,23,91
M001395,2025-04-22,Vikendi,Arcade,100,Team_R,15,117
M001396,2025-10-14,Sanhok,Arcade,60,Team_I,21,153
M001397,2025-05-09,Vikendi,Classic Solo,100,Team_D,23,82
M001398,2025-08-29,Erangel,Arcade,100,Team_G,20,69
M001399,2025-09-08,Miramar,Classic Duo,60,Team_S,30,66
M001400,2025-11-10,Livik,Classic Squad,100,Team_S,19,104
M001401,2025-07-28,Livik,Classic Solo,60,Team_N,35,53
M001402,2025-02-14,Erangel,Arcade,60,Team_D,23,101
M001403,2025-05-05,Sanhok,Arcade,60,Team_S,23,132
M001404,2025-10-28,Miramar,Classic Solo,100,Team_I,15,142
M001405,2025-12-31,Sanhok,Classic Squad,100,Team_S,33,103
M001406,2025-11-08,Miramar,Classic Squad,60,Team_V,15,144
M001407,2025-11-24,Livik,Classic Squad,100,Team_W,29,133
M001408,2025-08-06,Erangel,Classic Solo,60,Team_F,18,119
M001409,2025-04-01,Miramar,Classic Squad,100,Team_F,23,153
M001410,2025-10-22,Sanhok,Classic Solo,60,Team_Z,24,133
M001411,2025-09-04,Erangel,Arcade,60,Team_Z,27,116
M001412,2025-01-01,Miramar,Classic Squad,100,Team_A,18,91
M001413,2025-12-08,Vikendi,Classic Solo,100,Team_Y,25,116
M001414,2025-11-24,Erangel,Arcade,100,Team_N,32,116
M001415,2025-09-16,Miramar,Classic Squad,100,Team_A,21,130
M001416,2025-03-25,Miramar,Classic Duo,60,Team_K,17,146
M001417,2025-04-03,Erangel,Classic Squad,60,Team_G,18,105
M001418,2025-11-08,Vikendi,Classic Squad,60,Team_A,31,73
M001419,2025-10-18,Miramar,Arcade,100,Team_E,28,123
M001420,2025-08-07,Erangel,Arcade,100,Team_K,34,57
M001421,2025-11-07,Erangel,Classic Squad,60,Team_A,26,51
M001422,2025-01-10,Miramar,Classic Duo,60,Team_R,34,88
M001423,2025-05-03,Sanhok,Classic Duo,100,Team_M,30,150
M001424,2025-09-04,Livik,Classic Duo,100,Team_B,25,66
M001425,2025-09-10,Erangel,Arcade,100,Team_K,19,153
M001426,2025-12-30,Livik,Classic Solo,60,Team_J,18,121
M001427,2025-03-26,Vikendi,Classic Duo,60,Team_K,30,53
M001428,2025-02-20,Vikendi,Classic Duo,60,Team_P,19,139
M001429,2025-04-09,Erangel,Classic Duo,60,Team_C,32,73
M001430,2025-07-22,Vikendi,Classic Duo,100,Team_R,24,151
M001431,2025-01-22,Vikendi,Classic Duo,60,Team_V,17,160
M001432,2025-10-18,Miramar,Classic Duo,100,Team_R,28,153
