player_id,player_name,age,country,device_type,tier,kd_ratio,total_matches,total_wins,avg_damage
P00836,Player_AOCML,21,India,Tablet,Bronze,5.89,1957,484,972
P00837,Player_CZAHF,30,India,Tablet,Bronze,5.73,1946,264,488
P00838,Player_ZUMUK,24,India,Mobile,Ace,2.98,1249,192,999
P00839,Player_QXBKE,21,India,Tablet,Ace,1.14,247,14,808
P00840,Player_HSYMJ,28,India,Mobile,Silver,4.85,739,141,597
P00841,Player_EWLZH,29,India,Tablet,Diamond,1.21,584,42,289
P00842,Player_MNUFG,25,India,Tablet,Conqueror,4.5,1966,269,960
P00843,Player_TPPUY,22,India,Tablet,Ace,4.28,460,143,524
P00844,Player_BQHZA,24,India,Tablet,Conqueror,2.09,880,482,231
P00845,Player_WYCLM,17,India,Mobile,Silver,3.38,300,129,358
P00846,Player_UAEYB,23,India,Tablet,Crown,1.21,1887,153,564
P00847,Player_LSBWV,17,India,Tablet,Platinum,3.26,1679,330,983
P00848,Player_NOMGK,21,India,Tablet,Bronze,4.42,1979,409,485
P00849,Player_UGJVY,23,India,Tablet,Silver,3.47,176,145,565
P00850,Player_EOCLV,19,India,Tablet,Diamond,2.1,1808,343,326
P00851,Player_FACPL,30,India,Mobile,Platinum,2.68,1691,21,831
P00852,Player_ICLXD,25,India,Mobile,Bronze,3.18,754,237,758
P00853,Player_PRLQG,28,India,Tablet,Gold,3.3,1908,11,483
P00854,Player_ZDQWU,25,India,Tablet,Silver,2.72,510,99,313
P00855,Player_LLZXG,20,India,Tablet,Crown,5.39,1545,120,996
P00856,Player_GMFMQ,30,India,Mobile,Crown,2.55,1003,195,885
P00857,Player_SBUKW,26,India,Tablet,Platinum,1.61,204,148,422
P00858,Player_QGTKJ,29,India,Tablet,Crown,2.46,1506,410,636
P00859,Player_HSKUT,20,India,Mobile,Diamond,5.98,1418,486,923
P00860,Player_HHJGZ,27,India,Tablet,Conqueror,4.12,1164,250,536
P00861,Player_HMQGK,16,India,Tablet,Gold,3.56,1796,236,212
P00862,Player_SRPYP,23,India,Tablet,Gold,5.89,238,409,502
P00863,Player_MXMID,21,India,Mobile,Crown,5.17,280,345,842
P00864,Player_DNNBO,18,India,Tablet,Gold,4.46,908,105,976
P00865,Player_IGTIS,28,India,Tablet,Silver,5.44,117,353,556
P00866,Player_MQOQL,21,India,Tablet,Diamond,1.67,870,393,928
P00867,Player_ZBLXD,26,India,Tablet,Silver,1.13,1227,290,952
P00868,Player_TCUZS,22,India,Tablet,Platinum,3.77,678,296,975
P00869,Player_NRHML,30,India,Mobile,Platinum,5.25,106,446,849
P00870,Player_RYDHA,25,India,Mobile,Conqueror,1.55,1429,215,311
P00871,Player_AMTTZ,18,India,Mobile,Silver,4.69,783,201,443
P00872,Player_BPHNX,21,India,Mobile,Conqueror,1.47,1945,287,391
P00873,Player_CYLRS,28,India,Tablet,Conqueror,1.46,1123,70,282
P00874,Player_XIHOY,26,India,Tablet,Bronze,2.54,369,148,687
P00875,Player_RGLCL,19,India,Mobile,Ace,5.19,1303,276,511
P00876,Player_BSXAO,23,India,Tablet,Conqueror,5.0,1840,434,605
P00877,Player_GATXM,23,India,Tablet,Silver,1.64,1050,307,456
P00878,Player_SHAZT,17,India,Mobile,Silver,5.17,1146,471,929
P00879,Player_FGLYD,16,India,Mobile,Diamond,4.17,842,483,362
P00880,Player_SWWMD,25,India,Tablet,Silver,1.88,120,191,928
P00881,Player_GROWH,22,India,Mobile,Gold,1.35,1957,374,786
P00882,Player_VTZAZ,27,India,Mobile,Silver,1.17,309,227,341
P00883,Player_RDHQY,16,India,Tablet,Gold,4.71,1396,186,993
P00884,Player_CXCLZ,29,India,Mobile,Crown,1.71,1980,442,555
P00885,Player_GFYEC,17,India,Tablet,Gold,5.47,320,91,519
P00886,Player_RAZYF,23,India,Tablet,Silver,1.41,131,303,367
P00887,Player_DIECW,16,India,Mobile,Gold,1.6,858,159,267
P00888,Player_QYXTJ,24,India,Tablet,Gold,2.37,918,117,707
P00889,Player_RNKMU,22,India,Mobile,Gold,5.07,1274,267,352
P00890,Player_SDGPH,16,India,Mobile,Bronze,3.92,1181,449,556
P00891,Player_HDFES,23,India,Tablet,Gold,5.62,493,464,692
P00892,Player_LDBEV,20,India,Mobile,Diamond,5.39,1462,338,832
P00893,Player_JWPBA,16,India,Tablet,Platinum,2.16,1088,32,880
P00894,Player_LSGXW,28,India,Tablet,Ace,3.89,1884,466,972
P00895,Player_TYLOS,27,India,Tablet,Bronze,4.59,1687,450,778
P00896,Player_IJGPO,23,India,Tablet,Silver,1.5,1956,142,299
P00897,Player_MRPLC,21,India,Mobile,Silver,2.38,1888,173,969
P00898,Player_IKSCS,27,India,Tablet,Conqueror,3.86,1890,364,389
P00899,Player_NCOPW,20,India,Mobile,Diamond,4.76,836,256,831
P00900,Player_JJDKT,23,India,Tablet,Bronze,1.27,485,250,222
P00901,Player_HQQMA,30,India,Tablet,Ace,5.85,697,10,649
P00902,Player_UFRGY,30,India,Tablet,Ace,1.43,679,153,882
P00903,Player_HTQQJ,30,India,Mobile,Conqueror,5.25,1346,123,282
P00904,Player_GNOPF,25,India,Mobile,Ace,2.97,1453,61,794
P00905,Player_QEGYZ,20,India,Mobile,Diamond,4.16,1939,284,613
P00906,Player_YZNDR,21,India,Tablet,Crown,2.91,1335,372,465
P00907,Player_JSIQH,21,India,Mobile,Platinum,4.93,1948,200,321
P00908,Player_EUHTB,16,India,Tablet,Crown,5.63,154,287,381
P00909,Player_NIWYA,28,India,Tablet,Conqueror,3.18,1011,322,262
P00910,Player_TXNYD,28,India,Tablet,Gold,3.52,564,172,773
P00911,Player_TFAKR,30,India,Mobile,Bronze,1.75,365,446,948
P00912,Player_XTVMO,19,India,Mobile,Gold,1.69,792,153,799
P00913,Player_VTCBV,17,India,Mobile,Silver,5.57,1264,251,679
P00914,Player_LGKDL,27,India,Tablet,Silver,3.78,1205,354,888
P00915,Player_GHENU,30,India,Mobile,Crown,3.48,454,420,916
P00916,Player_SMZSJ,27,India,Tablet,Diamond,2.93,1721,122,727
P00917,Player_VIEPS,16,India,Tablet,Silver,2.4,301,300,835
P00918,Player_CSJLE,20,India,Mobile,Diamond,5.46,1670,302,394
P00919,Player_TNYUG,20,India,Tablet,Conqueror,5.34,1463,398,951
P00920,Player_XDTWK,29,India,Tablet,Crown,4.72,1387,495,447
P00921,Player_GYVTU,21,India,Mobile,Diamond,1.08,226,85,536
P00922,Player_VOWZI,21,India,Tablet,Conqueror,1.73,1449,457,309
P00923,Player_OLSWI,22,India,Tablet,Silver,4.38,1969,465,472
P00924,Player_UGKQP,24,India,Mobile,Gold,1.89,1066,184,560
P00925,Player_SIMPM,19,India,Mobile,Gold,2.58,1043,423,586
P00926,Player_XPRQU,25,India,Mobile,Platinum,1.79,397,490,895
P00927,Player_SFCGN,30,India,Mobile,Diamond,1.87,941,362,300
P00928,Player_WZISG,18,India,Tablet,Bronze,1.79,1030,164,331
P00929,Player_YTJIP,22,India,Tablet,Bronze,1.27,1662,420,408
P00930,Player_XCYRK,16,India,Tablet,Bronze,1.94,1109,68,488
P00931,Player_VGEFQ,16,India,Tablet,Platinum,5.21,842,487,407
P00932,Player_KVZQK,29,India,Mobile,Bronze,1.51,1897,345,942
P00933,Player_URJDO,30,India,Mobile,Diamond,4.77,1860,165,998
P00934,Player_GBEHG,29,India,Mobile,Conqueror,3.71,1729,82,740
P00935,Player_TEDLQ,29,India,Mobile,Platinum,4.95,701,173,873
P00936,Player_ACPUY,26,India,Tablet,Ace,1.83,911,239,410
P00937,Player_CJDQQ,30,India,Tablet,Bronze,4.37,877,478,335
P00938,Player_VBZHD,18,India,Mobile,Gold,2.69,1779,208,564
P00939,Player_CZOWR,21,India,Tablet,Silver,3.42,568,126,927
P00940,Player_MRWWP,28,India,Mobile,Bronze,2.11,1603,60,507
P00941,Player_CDOHR,26,India,Tablet,Ace,1.67,1868,283,982
P00942,Player_JLMWM,25,India,Mobile,Gold,3.29,256,333,626
P00943,Player_XMADZ,20,India,Mobile,Platinum,4.07,1744,321,781
P00944,Player_ADJET,16,India,Mobile,Crown,4.99,591,472,697
P00945,Player_AGTUI,22,India,Mobile,Conqueror,2.1,990,402,460
P00946,Player_OGBPN,29,India,Mobile,Ace,1.47,317,252,532
P00947,Player_UCNSL,19,India,Tablet,Diamond,4.02,610,476,938
P00948,Player_GUZUA,21,India,Tablet,Bronze,5.87,1336,155,344
P00949,Player_LHXUS,24,India,Mobile,Silver,2.61,1404,52,798
P00950,Player_YJXAS,17,India,Tablet,Diamond,5.21,203,96,959
P00951,Player_SWTIW,25,India,Mobile,Bronze,5.17,1002,247,416
P00952,Player_EXPPK,29,India,Mobile,Gold,4.72,455,30,755
P00953,Player_TBHDM,16,India,Mobile,Ace,2.23,290,103,768
P00954,Player_PBOBN,19,India,Tablet,Diamond,4.2,1974,132,852
P00955,Player_COJFR,26,India,Mobile,Crown,3.28,1112,295,623
P00956,Player_ZZVIJ,23,India,Tablet,Silver,3.83,1538,107,752
P00957,Player_JGFCX,23,India,Tablet,Crown,4.6,845,318,907
P00958,Player_IUBCB,25,India,Mobile,Platinum,2.01,1042,482,379
P00959,Player_QESWY,30,India,Tablet,Conqueror,5.62,668,274,976
P00960,Player_RAIVO,19,India,Mobile,Bronze,3.32,1900,170,640
P00961,Player_KOTDI,25,India,Mobile,Gold,2.63,1693,220,726
P00962,Player_ZMNVQ,18,India,Mobile,Conqueror,5.24,638,158,454
P00963,Player_ODEHQ,26,India,Tablet,Platinum,3.13,728,201,630
P00964,Player_NXVJK,25,India,Tablet,Silver,4.05,1223,288,219
P00965,Player_AXXKU,23,India,Mobile,Ace,5.49,608,211,709
P00966,Player_XMIUZ,24,India,Tablet,Crown,5.44,668,439,627
P00967,Player_JBIZT,17,India,Mobile,Crown,3.05,1804,120,551
P00968,Player_JSMUJ,25,India,Tablet,Crown,2.48,1796,323,869
P00969,Player_INZHO,26,India,Mobile,Platinum,3.13,1172,229,988
P00970,Player_AYXMK,21,India,Tablet,Conqueror,5.06,1460,419,298
P00971,Player_LBFOB,29,India,Mobile,Ace,3.98,1828,422,762
P00972,Player_CMZRI,22,India,Tablet,Crown,2.59,757,21,315
P00973,Player_KYIOK,25,India,Tablet,Bronze,1.08,1753,151,569
P00974,Player_PTXXQ,27,India,Tablet,Silver,1.24,1173,35,320
P00975,Player_FFKVV,18,India,Tablet,Bronze,1.29,595,486,350
P00976,Player_RNLYX,28,India,Tablet,Gold,5.72,1756,341,375
P00977,Player_ODUCW,19,India,Tablet,Diamond,1.59,838,475,940
P00978,Player_DCUZO,28,India,Mobile,Crown,3.89,434,107,628
P00979,Player_MUXVJ,18,India,Mobile,Conqueror,4.46,1877,440,249
P00980,Player_GCRXU,22,India,Mobile,Platinum,4.26,557,172,903
P00981,Player_AAFVN,28,India,Mobile,Conqueror,5.55,828,367,646
P00982,Player_XJAJZ,21,India,Tablet,Conqueror,5.15,524,471,606
P00983,Player_QURMS,18,India,Mobile,Crown,2.07,1216,363,838
P00984,Player_RTFNH,22,India,Mobile,Gold,4.37,499,437,876
P00985,Player_JJSKU,19,India,Tablet,Conqueror,5.01,1575,495,384
P00986,Player_JQFBW,29,India,Mobile,Crown,5.21,260,83,458
P00987,Player_OMRSD,29,India,Tablet,Ace,2.84,140,134,950
P00988,Player_NYVQM,21,India,Mobile,Ace,2.83,896,173,745
P00989,Player_AQRBL,23,India,Tablet,Silver,1.2,1911,129,620
P00990,Player_IKSEN,19,India,Mobile,Ace,3.0,584,457,321
P00991,Player_ASDIB,27,India,Tablet,Gold,2.44,1146,66,342
P00992,Player_YSECL,30,India,Tablet,Conqueror,1.09,1494,207,392
P00993,Player_FLAVK,25,India,Tablet,Ace,2.69,1129,30,433
P00994,Player_OIVWX,23,India,Tablet,Crown,3.15,803,399,390
P00995,Player_EHNKT,23,India,Mobile,Silver,3.4,1289,493,209
P00996,Player_DKAUH,21,India,Mobile,Conqueror,4.89,257,465,290
P00997,Player_FIQIB,18,India,Mobile,Gold,5.68,382,459,562
P00998,Player_KFXRX,20,India,Tablet,Gold,5.11,697,214,958
P00999,Player_WXUZA,24,India,Mobile,Silver,4.52,1416,143,498
P01000,Player_RKNLJ,25,India,Tablet,Gold,2.51,737,143,972
P01001,Player_MYEFU,29,India,Tablet,Ace,1.49,1415,68,958
P01002,Player_KHGNM,21,India,Mobile,Gold,4.98,698,362,700
P01003,Player_OVMRG,16,India,Mobile,Diamond,1.62,365,318,504
P01004,Player_NOYDC,17,India,Tablet,Platinum,1.35,589,273,547
P01005,Player_PLACW,17,India,Mobile,Diamond,4.08,1419,90,928
P01006,Player_FVFWQ,30,India,Tablet,Platinum,1.83,1255,287,630
P01007,Player_SQBBF,28,India,Mobile,Crown,1.71,1129,169,795
P01008,Player_XBQGD,20,India,Mobile,Platinum,2.19,131,61,985
P01009,Player_DJLCC,16,India,Mobile,Crown,2.66,189,113,972
P01010,Player_GXFJZ,24,India,Tablet,Silver,1.66,260,97,243
P01011,Player_RLUGH,23,India,Mobile,Crown,1.37,1690,275,771
P01012,Player_FFTWN,25,India,Tablet,Bronze,3.21,963,169,486
P01013,Player_CMLZB,28,India,Tablet,Bronze,4.36,123,239,713
P01014,Player_ANIGJ,19,India,Mobile,Platinum,1.33,484,312,213
P01015,Player_COHVJ,23,India,Tablet,Crown,1.98,924,463,301
P01016,Player_VPFLQ,26,India,Mobile,Bronze,2.0,1262,247,859
P01017,Player_DWIJS,23,India,Tablet,Conqueror,4.01,1939,490,231
P01018,Player_NLYTY,28,India,Tablet,Silver,2.22,1035,461,452
P01019,Player_HAIWM,30,India,Tablet,Conqueror,5.66,506,357,643
P01020,Player_FBMUL,26,India,Tablet,Conqueror,1.4,673,296,322
P01021,Player_WDHYJ,23,India,Mobile,Platinum,4.05,410,183,430
P01022,Player_ADWPB,26,India,Mobile,Bronze,5.86,196,239,218
P01023,Player_MSBIT,22,India,Tablet,Diamond,5.81,289,363,794
P01024,Player_LFBZD,24,India,Mobile,Bronze,5.24,1504,177,829
P01025,Player_DFXEK,20,India,Tablet,Bronze,5.49,724,347,699
P01026,Player_IMRIS,29,India,Mobile,Crown,3.25,755,105,329
P01027,Player_WWTBM,27,India,Mobile,Silver,4.77,1493,400,429
P01028,Player_PNLFU,16,India,Mobile,Ace,3.36,1643,124,303
P01029,Player_DBQRS,26,India,Mobile,Ace,5.24,680,383,558
P01030,Player_FKWWW,29,India,Tablet,Bronze,2.12,310,383,540
P01031,Player_OMGJW,25,India,Mobile,Silver,1.79,1969,220,886
P01032,Player_SXJDT,18,India,Tablet,Conqueror,3.51,800,470,480
P01033,Player_IDHWJ,25,India,Mobile,Platinum,4.18,959,489,738
P01034,Player_RDSEN,21,India,Tablet,Conqueror,5.61,538,202,277
P01035,Player_YNVYE,25,India,Mobile,Silver,4.4,1613,257,325
P01036,Player_EMSJC,30,India,Tablet,Ace,4.02,904,92,742
P01037,Player_FHWVH,25,India,Mobile,Conqueror,4.01,285,304,763
P01038,Player_RCGMN,30,India,Tablet,Ace,1.89,366,396,672
P01039,Player_VHTJY,29,India,Tablet,Diamond,1.59,718,196,861
P01040,Player_RWQRU,26,India,Tablet,Platinum,4.84,1944,107,503
P01041,Player_BMYNL,17,India,Tablet,Gold,4.39,990,139,893
P01042,Player_IYIWC,24,India,Mobile,Gold,3.15,423,307,544
P01043,Player_MZFJP,25,India,Mobile,Crown,4.09,1112,382,625
P01044,Player_GEENU,16,India,Mobile,Gold,4.11,1404,416,937
P01045,Player_CTSWU,16,India,Mobile,Conqueror,4.06,1778,140,459
P01046,Player_GFLIS,17,India,Mobile,Ace,5.86,659,426,982
P01047,Player_KLFCD,24,India,Mobile,Platinum,2.23,1438,56,543
P01048,Player_ULXZN,27,India,Tablet,Crown,1.62,256,244,269
P01049,Player_BNQKJ,25,India,Mobile,Bronze,5.49,165,25,508
P01050,Player_RRYEF,29,India,Mobile,Diamond,5.65,1064,329,977
P01051,Player_VTGCE,22,India,Mobile,Crown,3.95,774,290,928
P01052,Player_SYZLL,27,India,Mobile,Ace,5.0,296,38,700
P01053,Player_ZZITR,24,India,Tablet,Bronze,2.41,365,466,234
P01054,Player_UKDXS,30,India,Tablet,Silver,2.48,404,312,861
P01055,Player_ZRFYU,23,India,Tablet,Silver,1.99,1729,494,755
P01056,Player_OCQJF,25,India,Mobile,Ace,2.66,1606,445,888
P01057,Player_UMCKD,22,India,Tablet,Gold,2.73,858,295,434
P01058,Player_IVRYY,16,India,Mobile,Silver,1.59,775,283,529
P01059,Player_YBCZX,16,India,Tablet,Crown,2.35,320,242,803
P01060,Player_FWRCD,17,India,Mobile,Gold,1.69,1630,440,857
P01061,Player_NTRVC,26,India,Mobile,Gold,4.45,908,226,236
P01062,Player_UEUJZ,27,India,Tablet,Silver,3.42,331,16,247
P01063,Player_HDVPW,27,India,Tablet,Diamond,5.56,1944,39,591
P01064,Player_MXCEL,30,India,Mobile,Bronze,2.81,600,432,681
P01065,Player_CLNCH,23,India,Mobile,Crown,1.73,784,430,201
P01066,Player_VMDMD,20,India,Mobile,Crown,2.47,1703,212,960
P01067,Player_FDEJW,22,India,Mobile,Bronze,5.29,1280,231,775
P01068,Player_XHJIR,20,India,Tablet,Bronze,2.47,545,135,500
P01069,Player_TWLBR,30,India,Tablet,Crown,1.79,665,444,655
P01070,Player_SBZRF,17,India,Mobile,Gold,2.03,1578,43,616
P01071,Player_ENVIS,19,India,Mobile,Ace,3.34,1502,61,514
P01072,Player_JZICM,20,India,Tablet,Gold,1.49,1720,260,403
P01073,Player_AJMXP,17,India,Mobile,Crown,2.22,328,438,651
P01074,Player_YRCPT,23,India,Mobile,Ace,2.09,1533,483,900
P01075,Player_XYJKT,18,India,Mobile,Diamond,2.24,223,125,475
P01076,Player_AIAYJ,25,India,Mobile,Bronze,2.29,610,85,485
P01077,Player_OSNOY,24,India,Tablet,Platinum,4.06,800,447,346
P01078,Player_AAENJ,22,India,Mobile,Diamond,1.92,573,79,202
P01079,Player_AGWVW,28,India,Tablet,Ace,2.16,736,12,637
P01080,Player_LNUJN,29,India,Mobile,Platinum,2.23,1697,344,932
P01081,Player_EMVMG,30,India,Mobile,Silver,5.43,1262,57,786
P01082,Player_GVXBZ,22,India,Tablet,Silver,3.88,1004,259,717
P01083,Player_OLBSA,30,India,Mobile,Crown,4.28,1665,478,401
P01084,Player_NKDFQ,24,India,Tablet,Crown,2.49,1895,54,526
P01085,Player_DWPAZ,25,India,Tablet,Crown,5.95,188,234,748
P01086,Player_KCHJE,26,India,Tablet,Ace,5.13,1043,239,666
P01087,Player_CBHSX,30,India,Tablet,Gold,5.13,610,80,493
P01088,Player_YECNA,17,India,Tablet,Ace,3.49,1319,155,685
P01089,Player_GBCNP,16,India,Tablet,Platinum,1.24,553,294,866
P01090,Player_RIHIF,26,India,Mobile,Platinum,4.98,114,462,985
P01091,Player_IYEMM,17,India,Mobile,Ace,1.13,1454,384,786
P01092,Player_WFBFS,23,India,Mobile,Silver,3.31,632,226,859
P01093,Player_VDIWP,16,India,Mobile,Bronze,5.04,1496,269,251
P01094,Player_IYJGW,29,India,Mobile,Silver,2.94,962,409,847
P01095,Player_QKIIL,16,India,Mobile,Silver,1.08,1310,119,619
P01096,Player_DNRST,19,India,Tablet,Crown,1.1,1692,93,217
P01097,Player_USQUU,29,India,Tablet,Crown,5.07,755,55,287
P01098,Player_KXYKD,26,India,Mobile,Crown,4.15,1648,83,227
P01099,Player_BCTQC,27,India,Tablet,Diamond,2.51,1554,28,224
P01100,Player_BWAPS,28,India,Mobile,Crown,4.2,1933,423,368
P01101,Player_DLKSC,30,India,Tablet,Gold,2.53,378,239,296
P01102,Player_DIAQL,16,India,Mobile,Conqueror,4.38,1926,66,460
P01103,Player_JWKAY,17,India,Mobile,Silver,5.32,1823,209,371
P01104,Player_UQAZK,23,India,Mobile,Silver,3.71,939,426,811
P01105,Player_RAIEM,24,India,Tablet,Bronze,5.88,815,136,321
P01106,Player_SKLYY,17,India,Mobile,Gold,5.09,281,238,932
P01107,Player_QYPMP,26,India,Mobile,Platinum,5.0,545,342,704
P01108,Player_VVQBX,22,India,Mobile,Ace,5.98,1178,215,648
P01109,Player_YIKSI,18,India,Mobile,Conqueror,5.5,220,128,803
P01110,Player_EKMSA,16,India,Mobile,Platinum,1.24,456,383,928
P01111,Player_DPWWF,18,India,Tablet,Bronze,5.29,750,166,996
P01112,Player_MSYTL,19,India,Tablet,Silver,2.21,1673,113,487
P01113,Player_ZPPMQ,22,India,Mobile,Crown,5.04,1984,261,391
P01114,Player_GVAHR,19,India,Mobile,Gold,2.16,1236,45,250
P01115,Player_DNTWZ,27,India,Tablet,Crown,3.17,1439,498,280
P01116,Player_DFUIQ,21,India,Tablet,Platinum,3.44,432,78,468
P01117,Player_KBQWD,25,India,Tablet,Gold,4.03,1199,245,796
P01118,Player_JFLJI,23,India,Mobile,Silver,4.89,1252,366,796
P01119,Player_JDBLD,24,India,Mobile,Bronze,4.22,1580,45,362
P01120,Player_LSCNG,23,India,Tablet,Platinum,1.85,1507,80,723
P01121,Player_BYMRN,25,India,Tablet,Ace,1.99,973,29,396
P01122,Player_YLASA,29,India,Mobile,Crown,4.56,1814,453,376
P01123,Player_FCGLA,25,India,Mobile,Platinum,4.89,855,176,829
P01124,Player_QPCBS,20,India,Mobile,Diamond,1.94,1653,56,425
P01125,Player_GZBJP,25,India,Tablet,Platinum,3.48,437,289,437
P01126,Player_WGIDU,17,India,Tablet,Gold,5.83,928,368,440
P01127,Player_NXWEI,16,India,Tablet,Bronze,5.63,1827,175,887
P01128,Player_ZIKZK,28,India,Tablet,Silver,1.35,449,354,693
P01129,Player_VQEWX,24,India,Mobile,Bronze,5.72,310,471,424
P01130,Player_BRKUB,19,India,Mobile,Platinum,3.36,1645,119,596
P01131,Player_SIMTZ,22,India,Tablet,Crown,3.42,1162,77,699
P01132,Player_ABPVH,16,India,Mobile,Conqueror,1.87,585,13,608
P01133,Player_LHLPG,28,India,Mobile,Gold,4.76,1470,383,991
P01134,Player_COEMK,22,India,Tablet,Diamond,2.26,1533,255,770
P01135,Player_ALXZZ,21,India,Mobile,Conqueror,4.22,961,148,671
P01136,Player_SPYTQ,28,India,Tablet,Conqueror,3.03,471,80,642
P01137,Player_BBBZA,29,India,Tablet,Diamond,5.45,1500,110,582
P01138,Player_VBCEC,29,India,Mobile,Crown,1.96,1128,319,508
P01139,Player_JXNYW,27,India,Tablet,Silver,2.89,252,161,519
P01140,Player_UHFVI,24,India,Tablet,Bronze,5.83,853,313,369
P01141,Player_YKTIN,30,India,Mobile,Bronze,1.55,1321,397,810
P01142,Player_VBWOW,24,India,Tablet,Ace,2.18,1433,260,441
P01143,Player_DJHEB,19,India,Mobile,Gold,2.94,1875,256,630
P01144,Player_NXNMA,17,India,Mobile,Silver,1.79,1292,429,448
P01145,Player_SKOLP,19,India,Mobile,Diamond,2.28,1858,99,519
P01146,Player_ZUAUX,17,India,Mobile,Conqueror,3.3,823,105,550
P01147,Player_NBCNI,29,India,Tablet,Crown,4.91,1805,435,259
P01148,Player_XPHLP,30,India,Mobile,Silver,5.5,395,431,376
P01149,Player_BZJUP,27,India,Mobile,Crown,1.53,881,291,446
P01150,Player_YNDTD,23,India,Mobile,Ace,4.91,185,45,879
P01151,Player_DMWKS,23,India,Mobile,Crown,2.99,974,22,718
P01152,Player_IOPRY,29,India,Tablet,Crown,3.08,1904,418,295
P01153,Player_MSLMW,24,India,Mobile,Conqueror,3.2,470,456,780
P01154,Player_OUJGC,24,India,Mobile,Conqueror,4.3,1089,81,522
P01155,Player_XODEA,21,India,Mobile,Platinum,2.97,1919,61,840
P01156,Player_DNMDF,23,India,Mobile,Bronze,2.84,1432,109,922
P01157,Player_VSXAK,20,India,Tablet,Ace,5.68,1644,92,577
P01158,Player_FVXOD,29,India,Tablet,Diamond,4.85,1018,99,912
P01159,Player_SUWGT,21,India,Mobile,Gold,1.26,1825,431,546
P01160,Player_BQJPW,28,India,Mobile,Crown,1.85,977,373,461
P01161,Player_JWIMP,17,India,Tablet,Conqueror,3.95,896,231,202
P01162,Player_IOSBR,29,India,Tablet,Conqueror,5.0,929,201,315
P01163,Player_TLGIC,19,India,Tablet,Conqueror,3.28,1188,142,457
P01164,Player_OXIAB,24,India,Mobile,Silver,4.13,1938,199,751
P01165,Player_FMCQM,17,India,Mobile,Ace,4.14,1087,452,941
P01166,Player_QECWF,16,India,Tablet,Crown,1.47,1616,432,969
P01167,Player_RWJOD,25,India,Mobile,Crown,3.47,669,400,505
P01168,Player_IWPOD,18,India,Mobile,Gold,3.71,1596,66,477
P01169,Player_JUWPW,26,India,Mobile,Crown,5.69,1037,41,485
P01170,Player_THHTM,19,India,Tablet,Conqueror,3.54,814,441,558
P01171,Player_JFAHX,17,India,Mobile,Diamond,5.86,979,109,885
P01172,Player_CLCVO,23,India,Tablet,Silver,5.84,1954,251,630
P01173,Player_VHMPR,27,India,Tablet,Bronze,2.31,283,39,633
P01174,Player_ZNJNX,27,India,Tablet,Bronze,4.21,1283,131,501
P01175,Player_KJDBH,18,India,Tablet,Crown,4.4,761,476,690
P01176,Player_UCRRQ,30,India,Tablet,Bronze,3.6,1750,128,948
P01177,Player_WJSRB,19,India,Mobile,Conqueror,5.17,1397,282,290
P01178,Player_LSRDH,28,India,Mobile,Conqueror,1.48,1314,60,256
P01179,Player_GBFJY,24,India,Mobile,Platinum,1.15,1467,70,799
P01180,Player_GANKU,26,India,Tablet,Conqueror,1.86,1384,356,558
P01181,Player_TYZRB,23,India,Tablet,Bronze,2.22,267,187,654
P01182,Player_GOFRP,18,India,Mobile,Gold,5.87,1288,211,739
P01183,Player_EQTZW,18,India,Mobile,Ace,2.82,1518,80,885
P01184,Player_UCUNI,29,India,Tablet,Ace,1.89,350,282,524
P01185,Player_IMMOI,18,India,Tablet,Ace,4.35,1922,426,383
P01186,Player_KJACX,30,India,Tablet,Silver,1.23,1496,277,950
P01187,Player_YDCCG,22,India,Mobile,Bronze,5.07,1944,296,632
P01188,Player_UZPGH,28,India,Tablet,Silver,5.01,1431,494,793
P01189,Player_CGOVW,17,India,Mobile,Crown,3.01,1963,50,570
P01190,Player_EBXSR,22,India,Mobile,Gold,2.44,542,59,930
P01191,Player_FZPCW,30,India,Mobile,Gold,3.58,905,135,412
P01192,Player_NWUFX,22,India,Tablet,Silver,4.33,632,282,690
P01193,Player_MYHYB,20,India,Mobile,Crown,3.77,715,405,926
P01194,Player_KAPTM,17,India,Mobile,Bronze,2.34,450,173,773
P01195,Player_MTADJ,29,India,Tablet,Silver,2.59,343,311,847
P01196,Player_WKETU,30,India,Tablet,Platinum,4.72,1990,147,562
P01197,Player_DIZER,20,India,Tablet,Bronze,2.13,500,362,760
P01198,Player_QZJTI,28,India,Mobile,Platinum,5.04,1058,397,539
P01199,Player_JXWNQ,30,India,Tablet,Gold,4.28,811,296,859
P01200,Player_ZSLOI,25,India,Tablet,Bronze,2.85,1104,450,872
P01201,Player_NWYRG,20,India,Tablet,Gold,3.68,1815,40,533
P01202,Player_LOBQI,25,India,Tablet,Gold,1.28,446,305,737
P01203,Player_OCXBK,23,India,Mobile,Ace,2.08,217,150,644
P01204,Player_KKSLU,25,India,Mobile,Ace,1.4,1242,413,231
P01205,Player_CNGSO,17,India,Mobile,Silver,4.69,1089,97,461
P01206,Player_DVMHY,23,India,Tablet,Ace,5.28,564,483,841
P01207,Player_AUWDO,20,India,Tablet,Bronze,3.88,1339,480,340
P01208,Player_UMQVW,25,India,Tablet,Conqueror,2.73,1959,344,546
P01209,Player_TODRQ,30,India,Mobile,Platinum,3.5,1260,65,771
P01210,Player_NXZCP,21,India,Tablet,Conqueror,4.31,1487,157,563
